"","Gargett.ï..Year","Gargett.Season","Gargett.Scenario","Gargett.Site","Gargett.Habitat","Mirani.ï..Year","Mirani.Season","Mirani.Scenario","Mirani.Site","Mirani.Habitat","Sarichs.ï..Year","Sarichs.Season","Sarichs.Scenario","Sarichs.Site","Sarichs.Habitat","Whitefd.ï..Year","Whitefd.Season","Whitefd.Scenario","Whitefd.Site","Whitefd.Habitat"
"955",1933,"Oct-Dec","FE","Gargett",14.5,1933,"Oct-Dec","FE","Mirani",6.51,1933,"Oct-Dec","FE","Sarichs",2.77,1933,"Oct-Dec","FE","Whitefd",1.56
"956",1934,"Oct-Dec","FE","Gargett",7.61,1934,"Oct-Dec","FE","Mirani",4.47,1934,"Oct-Dec","FE","Sarichs",0.49,1934,"Oct-Dec","FE","Whitefd",0.68
"957",1935,"Oct-Dec","FE","Gargett",10.95,1935,"Oct-Dec","FE","Mirani",10.7,1935,"Oct-Dec","FE","Sarichs",0.41,1935,"Oct-Dec","FE","Whitefd",0.89
"958",1936,"Oct-Dec","FE","Gargett",9.39,1936,"Oct-Dec","FE","Mirani",7.79,1936,"Oct-Dec","FE","Sarichs",0.12,1936,"Oct-Dec","FE","Whitefd",1.08
"959",1937,"Oct-Dec","FE","Gargett",9.86,1937,"Oct-Dec","FE","Mirani",10.5,1937,"Oct-Dec","FE","Sarichs",0.15,1937,"Oct-Dec","FE","Whitefd",0.79
"960",1938,"Oct-Dec","FE","Gargett",7.8,1938,"Oct-Dec","FE","Mirani",6.4,1938,"Oct-Dec","FE","Sarichs",0,1938,"Oct-Dec","FE","Whitefd",0.21
"961",1939,"Oct-Dec","FE","Gargett",10.05,1939,"Oct-Dec","FE","Mirani",9.88,1939,"Oct-Dec","FE","Sarichs",0,1939,"Oct-Dec","FE","Whitefd",0
"962",1940,"Oct-Dec","FE","Gargett",10.26,1940,"Oct-Dec","FE","Mirani",8.33,1940,"Oct-Dec","FE","Sarichs",0.43,1940,"Oct-Dec","FE","Whitefd",1.9
"963",1941,"Oct-Dec","FE","Gargett",8.3,1941,"Oct-Dec","FE","Mirani",4.24,1941,"Oct-Dec","FE","Sarichs",0.13,1941,"Oct-Dec","FE","Whitefd",0.98
"964",1942,"Oct-Dec","FE","Gargett",9.44,1942,"Oct-Dec","FE","Mirani",3.8,1942,"Oct-Dec","FE","Sarichs",0.18,1942,"Oct-Dec","FE","Whitefd",0.75
"965",1943,"Oct-Dec","FE","Gargett",10.17,1943,"Oct-Dec","FE","Mirani",9.83,1943,"Oct-Dec","FE","Sarichs",0,1943,"Oct-Dec","FE","Whitefd",0.34
"966",1944,"Oct-Dec","FE","Gargett",10.02,1944,"Oct-Dec","FE","Mirani",9.15,1944,"Oct-Dec","FE","Sarichs",0.1,1944,"Oct-Dec","FE","Whitefd",0.21
"967",1945,"Oct-Dec","FE","Gargett",8.35,1945,"Oct-Dec","FE","Mirani",5.02,1945,"Oct-Dec","FE","Sarichs",0,1945,"Oct-Dec","FE","Whitefd",0.1
"968",1946,"Oct-Dec","FE","Gargett",11.36,1946,"Oct-Dec","FE","Mirani",11.56,1946,"Oct-Dec","FE","Sarichs",0.62,1946,"Oct-Dec","FE","Whitefd",1.38
"969",1947,"Oct-Dec","FE","Gargett",9.92,1947,"Oct-Dec","FE","Mirani",11.47,1947,"Oct-Dec","FE","Sarichs",0,1947,"Oct-Dec","FE","Whitefd",0.04
"970",1948,"Oct-Dec","FE","Gargett",11.45,1948,"Oct-Dec","FE","Mirani",11.83,1948,"Oct-Dec","FE","Sarichs",0.36,1948,"Oct-Dec","FE","Whitefd",1.38
"971",1949,"Oct-Dec","FE","Gargett",10.82,1949,"Oct-Dec","FE","Mirani",11.36,1949,"Oct-Dec","FE","Sarichs",0,1949,"Oct-Dec","FE","Whitefd",0.03
"972",1950,"Oct-Dec","FE","Gargett",21.91,1950,"Oct-Dec","FE","Mirani",14.07,1950,"Oct-Dec","FE","Sarichs",11.68,1950,"Oct-Dec","FE","Whitefd",8.23
"973",1951,"Oct-Dec","FE","Gargett",10.96,1951,"Oct-Dec","FE","Mirani",11.77,1951,"Oct-Dec","FE","Sarichs",0.81,1951,"Oct-Dec","FE","Whitefd",1.65
"974",1952,"Oct-Dec","FE","Gargett",10.76,1952,"Oct-Dec","FE","Mirani",11.68,1952,"Oct-Dec","FE","Sarichs",0.13,1952,"Oct-Dec","FE","Whitefd",0.57
"975",1953,"Oct-Dec","FE","Gargett",10.99,1953,"Oct-Dec","FE","Mirani",9.96,1953,"Oct-Dec","FE","Sarichs",0.17,1953,"Oct-Dec","FE","Whitefd",0.46
"976",1954,"Oct-Dec","FE","Gargett",8.51,1954,"Oct-Dec","FE","Mirani",4.87,1954,"Oct-Dec","FE","Sarichs",0.31,1954,"Oct-Dec","FE","Whitefd",1.53
"977",1955,"Oct-Dec","FE","Gargett",9.43,1955,"Oct-Dec","FE","Mirani",9.13,1955,"Oct-Dec","FE","Sarichs",0.12,1955,"Oct-Dec","FE","Whitefd",1.39
"978",1956,"Oct-Dec","FE","Gargett",7.89,1956,"Oct-Dec","FE","Mirani",5.32,1956,"Oct-Dec","FE","Sarichs",2.43,1956,"Oct-Dec","FE","Whitefd",2.37
"979",1957,"Oct-Dec","FE","Gargett",10.47,1957,"Oct-Dec","FE","Mirani",10.04,1957,"Oct-Dec","FE","Sarichs",0,1957,"Oct-Dec","FE","Whitefd",0.89
"980",1958,"Oct-Dec","FE","Gargett",9.64,1958,"Oct-Dec","FE","Mirani",9.13,1958,"Oct-Dec","FE","Sarichs",0,1958,"Oct-Dec","FE","Whitefd",1.07
"981",1959,"Oct-Dec","FE","Gargett",9.81,1959,"Oct-Dec","FE","Mirani",11.55,1959,"Oct-Dec","FE","Sarichs",0.02,1959,"Oct-Dec","FE","Whitefd",0.4
"982",1960,"Oct-Dec","FE","Gargett",10.44,1960,"Oct-Dec","FE","Mirani",11.42,1960,"Oct-Dec","FE","Sarichs",0.21,1960,"Oct-Dec","FE","Whitefd",0.58
"983",1961,"Oct-Dec","FE","Gargett",10.34,1961,"Oct-Dec","FE","Mirani",7.56,1961,"Oct-Dec","FE","Sarichs",0.24,1961,"Oct-Dec","FE","Whitefd",1.01
"984",1962,"Oct-Dec","FE","Gargett",9.84,1962,"Oct-Dec","FE","Mirani",10.9,1962,"Oct-Dec","FE","Sarichs",0.02,1962,"Oct-Dec","FE","Whitefd",0.31
"985",1963,"Oct-Dec","FE","Gargett",10.23,1963,"Oct-Dec","FE","Mirani",9.68,1963,"Oct-Dec","FE","Sarichs",0.14,1963,"Oct-Dec","FE","Whitefd",1.78
"986",1964,"Oct-Dec","FE","Gargett",9.43,1964,"Oct-Dec","FE","Mirani",8.21,1964,"Oct-Dec","FE","Sarichs",0,1964,"Oct-Dec","FE","Whitefd",0.29
"987",1965,"Oct-Dec","FE","Gargett",6.17,1965,"Oct-Dec","FE","Mirani",4.23,1965,"Oct-Dec","FE","Sarichs",0.21,1965,"Oct-Dec","FE","Whitefd",0
"988",1966,"Oct-Dec","FE","Gargett",6.64,1966,"Oct-Dec","FE","Mirani",2.08,1966,"Oct-Dec","FE","Sarichs",0,1966,"Oct-Dec","FE","Whitefd",0
"989",1967,"Oct-Dec","FE","Gargett",7.9,1967,"Oct-Dec","FE","Mirani",2.1,1967,"Oct-Dec","FE","Sarichs",0,1967,"Oct-Dec","FE","Whitefd",0.18
"990",1968,"Oct-Dec","FE","Gargett",11.39,1968,"Oct-Dec","FE","Mirani",10.68,1968,"Oct-Dec","FE","Sarichs",0,1968,"Oct-Dec","FE","Whitefd",0.34
"991",1969,"Oct-Dec","FE","Gargett",9.54,1969,"Oct-Dec","FE","Mirani",6.99,1969,"Oct-Dec","FE","Sarichs",0,1969,"Oct-Dec","FE","Whitefd",0.2
"992",1970,"Oct-Dec","FE","Gargett",9,1970,"Oct-Dec","FE","Mirani",8.42,1970,"Oct-Dec","FE","Sarichs",0,1970,"Oct-Dec","FE","Whitefd",0.73
"993",1971,"Oct-Dec","FE","Gargett",10.26,1971,"Oct-Dec","FE","Mirani",9.72,1971,"Oct-Dec","FE","Sarichs",0,1971,"Oct-Dec","FE","Whitefd",0.39
"994",1972,"Oct-Dec","FE","Gargett",11.13,1972,"Oct-Dec","FE","Mirani",11.94,1972,"Oct-Dec","FE","Sarichs",0.58,1972,"Oct-Dec","FE","Whitefd",1.42
"995",1973,"Oct-Dec","FE","Gargett",6.4,1973,"Oct-Dec","FE","Mirani",2.88,1973,"Oct-Dec","FE","Sarichs",0.36,1973,"Oct-Dec","FE","Whitefd",0
"996",1974,"Oct-Dec","FE","Gargett",8.24,1974,"Oct-Dec","FE","Mirani",4.5,1974,"Oct-Dec","FE","Sarichs",2.52,1974,"Oct-Dec","FE","Whitefd",0.54
"997",1975,"Oct-Dec","FE","Gargett",8.29,1975,"Oct-Dec","FE","Mirani",3.51,1975,"Oct-Dec","FE","Sarichs",0.72,1975,"Oct-Dec","FE","Whitefd",0.32
"998",1976,"Oct-Dec","FE","Gargett",7.64,1976,"Oct-Dec","FE","Mirani",5.05,1976,"Oct-Dec","FE","Sarichs",1.06,1976,"Oct-Dec","FE","Whitefd",1.28
"999",1977,"Oct-Dec","FE","Gargett",8.56,1977,"Oct-Dec","FE","Mirani",5.99,1977,"Oct-Dec","FE","Sarichs",0.69,1977,"Oct-Dec","FE","Whitefd",0.84
"1000",1978,"Oct-Dec","FE","Gargett",8.47,1978,"Oct-Dec","FE","Mirani",6.89,1978,"Oct-Dec","FE","Sarichs",0.12,1978,"Oct-Dec","FE","Whitefd",0
"1001",1979,"Oct-Dec","FE","Gargett",10.26,1979,"Oct-Dec","FE","Mirani",9.83,1979,"Oct-Dec","FE","Sarichs",0.85,1979,"Oct-Dec","FE","Whitefd",1.59
"1002",1980,"Oct-Dec","FE","Gargett",9.27,1980,"Oct-Dec","FE","Mirani",7.29,1980,"Oct-Dec","FE","Sarichs",0.2,1980,"Oct-Dec","FE","Whitefd",0
"1003",1981,"Oct-Dec","FE","Gargett",7.1,1981,"Oct-Dec","FE","Mirani",6.14,1981,"Oct-Dec","FE","Sarichs",0.88,1981,"Oct-Dec","FE","Whitefd",0
"1004",1982,"Oct-Dec","FE","Gargett",11.44,1982,"Oct-Dec","FE","Mirani",11.89,1982,"Oct-Dec","FE","Sarichs",0.78,1982,"Oct-Dec","FE","Whitefd",1.73
"1005",1983,"Oct-Dec","FE","Gargett",8.52,1983,"Oct-Dec","FE","Mirani",9.14,1983,"Oct-Dec","FE","Sarichs",0.22,1983,"Oct-Dec","FE","Whitefd",0
"1006",1984,"Oct-Dec","FE","Gargett",8.65,1984,"Oct-Dec","FE","Mirani",8.56,1984,"Oct-Dec","FE","Sarichs",0.01,1984,"Oct-Dec","FE","Whitefd",0
"1007",1985,"Oct-Dec","FE","Gargett",8.27,1985,"Oct-Dec","FE","Mirani",2.56,1985,"Oct-Dec","FE","Sarichs",1.59,1985,"Oct-Dec","FE","Whitefd",0.65
"1008",1986,"Oct-Dec","FE","Gargett",10.42,1986,"Oct-Dec","FE","Mirani",11.56,1986,"Oct-Dec","FE","Sarichs",0,1986,"Oct-Dec","FE","Whitefd",0
"1009",1987,"Oct-Dec","FE","Gargett",8.19,1987,"Oct-Dec","FE","Mirani",2.76,1987,"Oct-Dec","FE","Sarichs",0,1987,"Oct-Dec","FE","Whitefd",0
"1010",1988,"Oct-Dec","FE","Gargett",8.77,1988,"Oct-Dec","FE","Mirani",5.31,1988,"Oct-Dec","FE","Sarichs",1.21,1988,"Oct-Dec","FE","Whitefd",0.43
"1011",1989,"Oct-Dec","FE","Gargett",9.35,1989,"Oct-Dec","FE","Mirani",5.4,1989,"Oct-Dec","FE","Sarichs",1.55,1989,"Oct-Dec","FE","Whitefd",1.69
"1012",1990,"Oct-Dec","FE","Gargett",9.61,1990,"Oct-Dec","FE","Mirani",8.48,1990,"Oct-Dec","FE","Sarichs",0.41,1990,"Oct-Dec","FE","Whitefd",1.28
"1013",1991,"Oct-Dec","FE","Gargett",9.6,1991,"Oct-Dec","FE","Mirani",7.2,1991,"Oct-Dec","FE","Sarichs",0.57,1991,"Oct-Dec","FE","Whitefd",1.1
"1014",1992,"Oct-Dec","FE","Gargett",9.38,1992,"Oct-Dec","FE","Mirani",11.54,1992,"Oct-Dec","FE","Sarichs",1.11,1992,"Oct-Dec","FE","Whitefd",2.07
"1015",1993,"Oct-Dec","FE","Gargett",6.48,1993,"Oct-Dec","FE","Mirani",2.63,1993,"Oct-Dec","FE","Sarichs",0.02,1993,"Oct-Dec","FE","Whitefd",0.05
"1016",1994,"Oct-Dec","FE","Gargett",7.59,1994,"Oct-Dec","FE","Mirani",4.47,1994,"Oct-Dec","FE","Sarichs",0,1994,"Oct-Dec","FE","Whitefd",0
"1017",1995,"Oct-Dec","FE","Gargett",6.52,1995,"Oct-Dec","FE","Mirani",2.11,1995,"Oct-Dec","FE","Sarichs",0,1995,"Oct-Dec","FE","Whitefd",0
"1018",1996,"Oct-Dec","FE","Gargett",4.85,1996,"Oct-Dec","FE","Mirani",3.33,1996,"Oct-Dec","FE","Sarichs",0,1996,"Oct-Dec","FE","Whitefd",0.15
"1019",1997,"Oct-Dec","FE","Gargett",9.98,1997,"Oct-Dec","FE","Mirani",8.45,1997,"Oct-Dec","FE","Sarichs",0,1997,"Oct-Dec","FE","Whitefd",0.34
"1020",1998,"Oct-Dec","FE","Gargett",28.71,1998,"Oct-Dec","FE","Mirani",6.6,1998,"Oct-Dec","FE","Sarichs",4.72,1998,"Oct-Dec","FE","Whitefd",1.64
"1021",1999,"Oct-Dec","FE","Gargett",8.62,1999,"Oct-Dec","FE","Mirani",3.03,1999,"Oct-Dec","FE","Sarichs",0.4,1999,"Oct-Dec","FE","Whitefd",0.23
"1022",2000,"Oct-Dec","FE","Gargett",6.21,2000,"Oct-Dec","FE","Mirani",2.92,2000,"Oct-Dec","FE","Sarichs",2.11,2000,"Oct-Dec","FE","Whitefd",1.63
"1023",2001,"Oct-Dec","FE","Gargett",9.06,2001,"Oct-Dec","FE","Mirani",10.91,2001,"Oct-Dec","FE","Sarichs",0.58,2001,"Oct-Dec","FE","Whitefd",0.48
"1024",2002,"Oct-Dec","FE","Gargett",11.39,2002,"Oct-Dec","FE","Mirani",11.95,2002,"Oct-Dec","FE","Sarichs",0.1,2002,"Oct-Dec","FE","Whitefd",0.23
"1025",2003,"Oct-Dec","FE","Gargett",10.43,2003,"Oct-Dec","FE","Mirani",11.83,2003,"Oct-Dec","FE","Sarichs",0.1,2003,"Oct-Dec","FE","Whitefd",0.23
"1026",2004,"Oct-Dec","FE","Gargett",1.04,2004,"Oct-Dec","FE","Mirani",2.41,2004,"Oct-Dec","FE","Sarichs",0.36,2004,"Oct-Dec","FE","Whitefd",0
"1027",2005,"Oct-Dec","FE","Gargett",6.16,2005,"Oct-Dec","FE","Mirani",3.32,2005,"Oct-Dec","FE","Sarichs",0,2005,"Oct-Dec","FE","Whitefd",0
"1028",2006,"Oct-Dec","FE","Gargett",7.98,2006,"Oct-Dec","FE","Mirani",2.13,2006,"Oct-Dec","FE","Sarichs",0,2006,"Oct-Dec","FE","Whitefd",0
"1029",2007,"Oct-Dec","FE","Gargett",7.94,2007,"Oct-Dec","FE","Mirani",5.28,2007,"Oct-Dec","FE","Sarichs",0.18,2007,"Oct-Dec","FE","Whitefd",0.07
"1030",2008,"Oct-Dec","FE","Gargett",10.4,2008,"Oct-Dec","FE","Mirani",10.37,2008,"Oct-Dec","FE","Sarichs",0.2,2008,"Oct-Dec","FE","Whitefd",0.51
"1031",2009,"Oct-Dec","FE","Gargett",9.11,2009,"Oct-Dec","FE","Mirani",11.86,2009,"Oct-Dec","FE","Sarichs",0.14,2009,"Oct-Dec","FE","Whitefd",0
"1032",2010,"Oct-Dec","FE","Gargett",13.69,2010,"Oct-Dec","FE","Mirani",2.64,2010,"Oct-Dec","FE","Sarichs",4.08,2010,"Oct-Dec","FE","Whitefd",1.64
"1033",2011,"Oct-Dec","FE","Gargett",8.48,2011,"Oct-Dec","FE","Mirani",7.9,2011,"Oct-Dec","FE","Sarichs",1.08,2011,"Oct-Dec","FE","Whitefd",3.11
"1034",2012,"Oct-Dec","FE","Gargett",9.12,2012,"Oct-Dec","FE","Mirani",7.86,2012,"Oct-Dec","FE","Sarichs",1.57,2012,"Oct-Dec","FE","Whitefd",2.18
"1035",2013,"Oct-Dec","FE","Gargett",9.09,2013,"Oct-Dec","FE","Mirani",8.89,2013,"Oct-Dec","FE","Sarichs",0,2013,"Oct-Dec","FE","Whitefd",0.13
"1036",2014,"Oct-Dec","FE","Gargett",9.1,2014,"Oct-Dec","FE","Mirani",8.58,2014,"Oct-Dec","FE","Sarichs",0.21,2014,"Oct-Dec","FE","Whitefd",0.09
"1037",2015,"Oct-Dec","FE","Gargett",9.43,2015,"Oct-Dec","FE","Mirani",9.88,2015,"Oct-Dec","FE","Sarichs",0.43,2015,"Oct-Dec","FE","Whitefd",0.08
"1038",2016,"Oct-Dec","FE","Gargett",8.74,2016,"Oct-Dec","FE","Mirani",5.18,2016,"Oct-Dec","FE","Sarichs",0,2016,"Oct-Dec","FE","Whitefd",0.21
"1039",2017,"Oct-Dec","FE","Gargett",7.59,2017,"Oct-Dec","FE","Mirani",3.2,2017,"Oct-Dec","FE","Sarichs",0.51,2017,"Oct-Dec","FE","Whitefd",0.96
"1040",2018,"Oct-Dec","FE","Gargett",8.31,2018,"Oct-Dec","FE","Mirani",2.82,2018,"Oct-Dec","FE","Sarichs",0.69,2018,"Oct-Dec","FE","Whitefd",1.77
