"","ï..Year","Season","Scenario","Site","Habitat"
"3492",2000,"Jul-Sep","PD","Whitefd",9.42
"3493",2001,"Jul-Sep","PD","Whitefd",3.15
"3494",2002,"Jul-Sep","PD","Whitefd",1.08
"3495",2003,"Jul-Sep","PD","Whitefd",0
"3496",2004,"Jul-Sep","PD","Whitefd",0.05
"3497",2005,"Jul-Sep","PD","Whitefd",0
"3498",2006,"Jul-Sep","PD","Whitefd",0.63
"3499",2007,"Jul-Sep","PD","Whitefd",2.62
"3500",2008,"Jul-Sep","PD","Whitefd",2.77
"3501",2009,"Jul-Sep","PD","Whitefd",2.27
"3502",2010,"Jul-Sep","PD","Whitefd",5.49
"3503",2011,"Jul-Sep","PD","Whitefd",7.77
"3504",2012,"Jul-Sep","PD","Whitefd",9.42
"3505",2013,"Jul-Sep","PD","Whitefd",4.86
"3506",2014,"Jul-Sep","PD","Whitefd",2.51
"3507",2015,"Jul-Sep","PD","Whitefd",1.09
"3508",2016,"Jul-Sep","PD","Whitefd",2.26
"3509",2017,"Jul-Sep","PD","Whitefd",4.09
"3510",2018,"Jul-Sep","PD","Whitefd",2.06
"3511",1889,"Oct-Dec","PD","Whitefd",1.38
"3512",1890,"Oct-Dec","PD","Whitefd",4.35
"3513",1891,"Oct-Dec","PD","Whitefd",1.84
"3514",1892,"Oct-Dec","PD","Whitefd",0
"3515",1893,"Oct-Dec","PD","Whitefd",3.25
"3516",1894,"Oct-Dec","PD","Whitefd",3.09
"3517",1895,"Oct-Dec","PD","Whitefd",0
"3518",1896,"Oct-Dec","PD","Whitefd",1.05
"3519",1897,"Oct-Dec","PD","Whitefd",0
"3520",1898,"Oct-Dec","PD","Whitefd",0.98
"3521",1899,"Oct-Dec","PD","Whitefd",0
"3522",1900,"Oct-Dec","PD","Whitefd",0
"3523",1901,"Oct-Dec","PD","Whitefd",0
"3524",1902,"Oct-Dec","PD","Whitefd",0
"3525",1903,"Oct-Dec","PD","Whitefd",0.74
"3526",1904,"Oct-Dec","PD","Whitefd",0
"3527",1905,"Oct-Dec","PD","Whitefd",0.42
"3528",1906,"Oct-Dec","PD","Whitefd",1.2
"3529",1907,"Oct-Dec","PD","Whitefd",0.03
"3530",1908,"Oct-Dec","PD","Whitefd",0.27
"3531",1909,"Oct-Dec","PD","Whitefd",0.07
"3532",1910,"Oct-Dec","PD","Whitefd",1.17
"3533",1911,"Oct-Dec","PD","Whitefd",0.53
"3534",1912,"Oct-Dec","PD","Whitefd",0.95
"3535",1913,"Oct-Dec","PD","Whitefd",1.42
"3536",1914,"Oct-Dec","PD","Whitefd",0.88
"3537",1915,"Oct-Dec","PD","Whitefd",0
"3538",1916,"Oct-Dec","PD","Whitefd",0.72
"3539",1917,"Oct-Dec","PD","Whitefd",1.65
"3540",1918,"Oct-Dec","PD","Whitefd",0.98
"3541",1919,"Oct-Dec","PD","Whitefd",1.25
"3542",1920,"Oct-Dec","PD","Whitefd",0.29
"3543",1921,"Oct-Dec","PD","Whitefd",4.74
"3544",1922,"Oct-Dec","PD","Whitefd",0.11
"3545",1923,"Oct-Dec","PD","Whitefd",0.04
"3546",1924,"Oct-Dec","PD","Whitefd",0.76
"3547",1925,"Oct-Dec","PD","Whitefd",0.21
"3548",1926,"Oct-Dec","PD","Whitefd",0.5
"3549",1927,"Oct-Dec","PD","Whitefd",0.14
"3550",1928,"Oct-Dec","PD","Whitefd",0.53
"3551",1929,"Oct-Dec","PD","Whitefd",1.06
"3552",1930,"Oct-Dec","PD","Whitefd",0.88
"3553",1931,"Oct-Dec","PD","Whitefd",0.23
"3554",1932,"Oct-Dec","PD","Whitefd",0.04
"3555",1933,"Oct-Dec","PD","Whitefd",2.07
"3556",1934,"Oct-Dec","PD","Whitefd",0.69
"3557",1935,"Oct-Dec","PD","Whitefd",0
"3558",1936,"Oct-Dec","PD","Whitefd",1.23
"3559",1937,"Oct-Dec","PD","Whitefd",0
"3560",1938,"Oct-Dec","PD","Whitefd",0.29
"3561",1939,"Oct-Dec","PD","Whitefd",0.07
"3562",1940,"Oct-Dec","PD","Whitefd",3
"3563",1941,"Oct-Dec","PD","Whitefd",1.1
"3564",1942,"Oct-Dec","PD","Whitefd",1.32
"3565",1943,"Oct-Dec","PD","Whitefd",0.34
"3566",1944,"Oct-Dec","PD","Whitefd",0.16
"3567",1945,"Oct-Dec","PD","Whitefd",0.66
"3568",1946,"Oct-Dec","PD","Whitefd",0.74
"3569",1947,"Oct-Dec","PD","Whitefd",0.11
"3570",1948,"Oct-Dec","PD","Whitefd",0
"3571",1949,"Oct-Dec","PD","Whitefd",0
"3572",1950,"Oct-Dec","PD","Whitefd",10.21
"3573",1951,"Oct-Dec","PD","Whitefd",0.67
"3574",1952,"Oct-Dec","PD","Whitefd",0.08
"3575",1953,"Oct-Dec","PD","Whitefd",0
"3576",1954,"Oct-Dec","PD","Whitefd",1.46
"3577",1955,"Oct-Dec","PD","Whitefd",1.57
"3578",1956,"Oct-Dec","PD","Whitefd",2.65
"3579",1957,"Oct-Dec","PD","Whitefd",1.01
"3580",1958,"Oct-Dec","PD","Whitefd",1.36
"3581",1959,"Oct-Dec","PD","Whitefd",0
"3582",1960,"Oct-Dec","PD","Whitefd",0.03
"3583",1961,"Oct-Dec","PD","Whitefd",0.52
"3584",1962,"Oct-Dec","PD","Whitefd",0
"3585",1963,"Oct-Dec","PD","Whitefd",2.07
"3586",1964,"Oct-Dec","PD","Whitefd",0.42
"3587",1965,"Oct-Dec","PD","Whitefd",0
"3588",1966,"Oct-Dec","PD","Whitefd",0
"3589",1967,"Oct-Dec","PD","Whitefd",1.43
"3590",1968,"Oct-Dec","PD","Whitefd",0.45
"3591",1969,"Oct-Dec","PD","Whitefd",0.85
"3592",1970,"Oct-Dec","PD","Whitefd",0.75
"3593",1971,"Oct-Dec","PD","Whitefd",0.73
"3594",1972,"Oct-Dec","PD","Whitefd",0.77
"3595",1973,"Oct-Dec","PD","Whitefd",0.23
"3596",1974,"Oct-Dec","PD","Whitefd",0.81
"3597",1975,"Oct-Dec","PD","Whitefd",0.98
"3598",1976,"Oct-Dec","PD","Whitefd",1.79
"3599",1977,"Oct-Dec","PD","Whitefd",1.27
"3600",1978,"Oct-Dec","PD","Whitefd",0.32
"3601",1979,"Oct-Dec","PD","Whitefd",1.73
"3602",1980,"Oct-Dec","PD","Whitefd",0
"3603",1981,"Oct-Dec","PD","Whitefd",0.05
"3604",1982,"Oct-Dec","PD","Whitefd",0
"3605",1983,"Oct-Dec","PD","Whitefd",0.13
"3606",1984,"Oct-Dec","PD","Whitefd",0
"3607",1985,"Oct-Dec","PD","Whitefd",0.9
"3608",1986,"Oct-Dec","PD","Whitefd",0.47
"3609",1987,"Oct-Dec","PD","Whitefd",0
"3610",1988,"Oct-Dec","PD","Whitefd",1.02
"3611",1989,"Oct-Dec","PD","Whitefd",2.34
"3612",1990,"Oct-Dec","PD","Whitefd",1.67
"3613",1991,"Oct-Dec","PD","Whitefd",0.67
"3614",1992,"Oct-Dec","PD","Whitefd",0
"3615",1993,"Oct-Dec","PD","Whitefd",0.05
"3616",1994,"Oct-Dec","PD","Whitefd",0
"3617",1995,"Oct-Dec","PD","Whitefd",0
"3618",1996,"Oct-Dec","PD","Whitefd",0.15
"3619",1997,"Oct-Dec","PD","Whitefd",0.15
"3620",1998,"Oct-Dec","PD","Whitefd",2.61
"3621",1999,"Oct-Dec","PD","Whitefd",0.37
"3622",2000,"Oct-Dec","PD","Whitefd",2.09
"3623",2001,"Oct-Dec","PD","Whitefd",0.49
"3624",2002,"Oct-Dec","PD","Whitefd",0.27
"3625",2003,"Oct-Dec","PD","Whitefd",0.63
"3626",2004,"Oct-Dec","PD","Whitefd",0
"3627",2005,"Oct-Dec","PD","Whitefd",0.08
"3628",2006,"Oct-Dec","PD","Whitefd",0
"3629",2007,"Oct-Dec","PD","Whitefd",0.2
"3630",2008,"Oct-Dec","PD","Whitefd",0.38
"3631",2009,"Oct-Dec","PD","Whitefd",0
"3632",2010,"Oct-Dec","PD","Whitefd",2.59
"3633",2011,"Oct-Dec","PD","Whitefd",3.12
"3634",2012,"Oct-Dec","PD","Whitefd",2.9
"3635",2013,"Oct-Dec","PD","Whitefd",0.02
"3636",2014,"Oct-Dec","PD","Whitefd",0.45
"3637",2015,"Oct-Dec","PD","Whitefd",0.6
"3638",2016,"Oct-Dec","PD","Whitefd",0.87
"3639",2017,"Oct-Dec","PD","Whitefd",1.62
"3640",2018,"Oct-Dec","PD","Whitefd",1.85
"3641",1889,"Jan-Mar","FE","Whitefd",0.79
"3642",1890,"Jan-Mar","FE","Whitefd",2.36
"3643",1891,"Jan-Mar","FE","Whitefd",2.16
"3644",1892,"Jan-Mar","FE","Whitefd",2.1
"3645",1893,"Jan-Mar","FE","Whitefd",3.44
"3646",1894,"Jan-Mar","FE","Whitefd",6.07
"3647",1895,"Jan-Mar","FE","Whitefd",1.73
"3648",1896,"Jan-Mar","FE","Whitefd",3.13
"3649",1897,"Jan-Mar","FE","Whitefd",1.44
"3650",1898,"Jan-Mar","FE","Whitefd",1.53
"3651",1899,"Jan-Mar","FE","Whitefd",2.75
"3652",1900,"Jan-Mar","FE","Whitefd",3.11
"3653",1901,"Jan-Mar","FE","Whitefd",1.51
"3654",1902,"Jan-Mar","FE","Whitefd",0.74
"3655",1903,"Jan-Mar","FE","Whitefd",3.86
"3656",1904,"Jan-Mar","FE","Whitefd",6.09
"3657",1905,"Jan-Mar","FE","Whitefd",1.02
"3658",1906,"Jan-Mar","FE","Whitefd",3.03
"3659",1907,"Jan-Mar","FE","Whitefd",3.32
"3660",1908,"Jan-Mar","FE","Whitefd",2.34
"3661",1909,"Jan-Mar","FE","Whitefd",0.51
"3662",1910,"Jan-Mar","FE","Whitefd",3.27
"3663",1911,"Jan-Mar","FE","Whitefd",0.8
"3664",1912,"Jan-Mar","FE","Whitefd",1.87
"3665",1913,"Jan-Mar","FE","Whitefd",4.5
"3666",1914,"Jan-Mar","FE","Whitefd",0
"3667",1915,"Jan-Mar","FE","Whitefd",0
"3668",1916,"Jan-Mar","FE","Whitefd",1.16
"3669",1917,"Jan-Mar","FE","Whitefd",0.46
"3670",1918,"Jan-Mar","FE","Whitefd",1.61
"3671",1919,"Jan-Mar","FE","Whitefd",0.45
"3672",1920,"Jan-Mar","FE","Whitefd",1.63
"3673",1921,"Jan-Mar","FE","Whitefd",2.85
"3674",1922,"Jan-Mar","FE","Whitefd",1.12
"3675",1923,"Jan-Mar","FE","Whitefd",0.39
"3676",1924,"Jan-Mar","FE","Whitefd",1.17
"3677",1925,"Jan-Mar","FE","Whitefd",0.17
"3678",1926,"Jan-Mar","FE","Whitefd",1.08
"3679",1927,"Jan-Mar","FE","Whitefd",1.55
"3680",1928,"Jan-Mar","FE","Whitefd",3.56
"3681",1929,"Jan-Mar","FE","Whitefd",5.17
"3682",1930,"Jan-Mar","FE","Whitefd",0.29
"3683",1931,"Jan-Mar","FE","Whitefd",1.67
"3684",1932,"Jan-Mar","FE","Whitefd",1.4
"3685",1933,"Jan-Mar","FE","Whitefd",2.89
"3686",1934,"Jan-Mar","FE","Whitefd",0.06
"3687",1935,"Jan-Mar","FE","Whitefd",0.1
"3688",1936,"Jan-Mar","FE","Whitefd",1.49
"3689",1937,"Jan-Mar","FE","Whitefd",0.44
"3690",1938,"Jan-Mar","FE","Whitefd",0.94
"3691",1939,"Jan-Mar","FE","Whitefd",0.43
"3692",1940,"Jan-Mar","FE","Whitefd",3.43
"3693",1941,"Jan-Mar","FE","Whitefd",2
"3694",1942,"Jan-Mar","FE","Whitefd",1.69
"3695",1943,"Jan-Mar","FE","Whitefd",1.23
"3696",1944,"Jan-Mar","FE","Whitefd",0.29
"3697",1945,"Jan-Mar","FE","Whitefd",1.12
"3698",1946,"Jan-Mar","FE","Whitefd",1.32
"3699",1947,"Jan-Mar","FE","Whitefd",0.94
"3700",1948,"Jan-Mar","FE","Whitefd",0.45
"3701",1949,"Jan-Mar","FE","Whitefd",0.57
"3702",1950,"Jan-Mar","FE","Whitefd",5.63
"3703",1951,"Jan-Mar","FE","Whitefd",2.36
"3704",1952,"Jan-Mar","FE","Whitefd",4.51
"3705",1953,"Jan-Mar","FE","Whitefd",0.85
"3706",1954,"Jan-Mar","FE","Whitefd",0.16
"3707",1955,"Jan-Mar","FE","Whitefd",0.67
"3708",1956,"Jan-Mar","FE","Whitefd",3.28
"3709",1957,"Jan-Mar","FE","Whitefd",1.83
"3710",1958,"Jan-Mar","FE","Whitefd",2.99
"3711",1959,"Jan-Mar","FE","Whitefd",2.65
"3712",1960,"Jan-Mar","FE","Whitefd",1.9
"3713",1961,"Jan-Mar","FE","Whitefd",0.59
"3714",1962,"Jan-Mar","FE","Whitefd",4.04
"3715",1963,"Jan-Mar","FE","Whitefd",0.08
"3716",1964,"Jan-Mar","FE","Whitefd",0.08
"3717",1965,"Jan-Mar","FE","Whitefd",2.64
"3718",1966,"Jan-Mar","FE","Whitefd",0
"3719",1967,"Jan-Mar","FE","Whitefd",1.42
"3720",1968,"Jan-Mar","FE","Whitefd",0
"3721",1969,"Jan-Mar","FE","Whitefd",2.9
"3722",1970,"Jan-Mar","FE","Whitefd",1.21
"3723",1971,"Jan-Mar","FE","Whitefd",2.99
"3724",1972,"Jan-Mar","FE","Whitefd",0.4
"3725",1973,"Jan-Mar","FE","Whitefd",0.42
"3726",1974,"Jan-Mar","FE","Whitefd",2.86
"3727",1975,"Jan-Mar","FE","Whitefd",0.74
"3728",1976,"Jan-Mar","FE","Whitefd",2.14
"3729",1977,"Jan-Mar","FE","Whitefd",3.11
"3730",1978,"Jan-Mar","FE","Whitefd",0.11
"3731",1979,"Jan-Mar","FE","Whitefd",4.67
"3732",1980,"Jan-Mar","FE","Whitefd",1.17
"3733",1981,"Jan-Mar","FE","Whitefd",0.55
"3734",1982,"Jan-Mar","FE","Whitefd",0.01
"3735",1983,"Jan-Mar","FE","Whitefd",0.03
"3736",1984,"Jan-Mar","FE","Whitefd",0.24
"3737",1985,"Jan-Mar","FE","Whitefd",0.82
"3738",1986,"Jan-Mar","FE","Whitefd",0.14
"3739",1987,"Jan-Mar","FE","Whitefd",0.85
"3740",1988,"Jan-Mar","FE","Whitefd",0.7
"3741",1989,"Jan-Mar","FE","Whitefd",0.28
"3742",1990,"Jan-Mar","FE","Whitefd",2.88
"3743",1991,"Jan-Mar","FE","Whitefd",0.37
"3744",1992,"Jan-Mar","FE","Whitefd",0.53
"3745",1993,"Jan-Mar","FE","Whitefd",0.88
"3746",1994,"Jan-Mar","FE","Whitefd",0.19
"3747",1995,"Jan-Mar","FE","Whitefd",0.42
"3748",1996,"Jan-Mar","FE","Whitefd",0.54
"3749",1997,"Jan-Mar","FE","Whitefd",1.99
"3750",1998,"Jan-Mar","FE","Whitefd",2.6
"3751",1999,"Jan-Mar","FE","Whitefd",1.02
"3752",2000,"Jan-Mar","FE","Whitefd",1.35
"3753",2001,"Jan-Mar","FE","Whitefd",0.32
"3754",2002,"Jan-Mar","FE","Whitefd",0.12
"3755",2003,"Jan-Mar","FE","Whitefd",0.54
"3756",2004,"Jan-Mar","FE","Whitefd",0.19
"3757",2005,"Jan-Mar","FE","Whitefd",0.01
"3758",2006,"Jan-Mar","FE","Whitefd",1.46
"3759",2007,"Jan-Mar","FE","Whitefd",3.27
"3760",2008,"Jan-Mar","FE","Whitefd",2.02
"3761",2009,"Jan-Mar","FE","Whitefd",0.39
"3762",2010,"Jan-Mar","FE","Whitefd",0.86
"3763",2011,"Jan-Mar","FE","Whitefd",1.23
"3764",2012,"Jan-Mar","FE","Whitefd",1.44
"3765",2013,"Jan-Mar","FE","Whitefd",1.19
"3766",2014,"Jan-Mar","FE","Whitefd",1.27
"3767",2015,"Jan-Mar","FE","Whitefd",0.64
"3768",2016,"Jan-Mar","FE","Whitefd",2.11
"3769",2017,"Jan-Mar","FE","Whitefd",0.19
"3770",2018,"Jan-Mar","FE","Whitefd",5.92
"3771",1889,"Apr-Jun","FE","Whitefd",13.17
"3772",1890,"Apr-Jun","FE","Whitefd",10.28
"3773",1891,"Apr-Jun","FE","Whitefd",0.99
"3774",1892,"Apr-Jun","FE","Whitefd",3.01
"3775",1893,"Apr-Jun","FE","Whitefd",9.88
"3776",1894,"Apr-Jun","FE","Whitefd",8.92
"3777",1895,"Apr-Jun","FE","Whitefd",17.64
"3778",1896,"Apr-Jun","FE","Whitefd",1.93
"3779",1897,"Apr-Jun","FE","Whitefd",15.28
"3780",1898,"Apr-Jun","FE","Whitefd",4.17
"3781",1899,"Apr-Jun","FE","Whitefd",1.33
"3782",1900,"Apr-Jun","FE","Whitefd",3.23
"3783",1901,"Apr-Jun","FE","Whitefd",2.11
"3784",1902,"Apr-Jun","FE","Whitefd",5.29
"3785",1903,"Apr-Jun","FE","Whitefd",2.93
"3786",1904,"Apr-Jun","FE","Whitefd",4.01
"3787",1905,"Apr-Jun","FE","Whitefd",15.39
"3788",1906,"Apr-Jun","FE","Whitefd",1.95
"3789",1907,"Apr-Jun","FE","Whitefd",9.44
"3790",1908,"Apr-Jun","FE","Whitefd",3.86
"3791",1909,"Apr-Jun","FE","Whitefd",16.45
"3792",1910,"Apr-Jun","FE","Whitefd",7.85
"3793",1911,"Apr-Jun","FE","Whitefd",1.47
"3794",1912,"Apr-Jun","FE","Whitefd",11.65
"3795",1913,"Apr-Jun","FE","Whitefd",5.3
"3796",1914,"Apr-Jun","FE","Whitefd",0
"3797",1915,"Apr-Jun","FE","Whitefd",0
"3798",1916,"Apr-Jun","FE","Whitefd",8.47
"3799",1917,"Apr-Jun","FE","Whitefd",10.74
"3800",1918,"Apr-Jun","FE","Whitefd",3.02
"3801",1919,"Apr-Jun","FE","Whitefd",1.96
"3802",1920,"Apr-Jun","FE","Whitefd",6.58
"3803",1921,"Apr-Jun","FE","Whitefd",2.27
"3804",1922,"Apr-Jun","FE","Whitefd",1.29
"3805",1923,"Apr-Jun","FE","Whitefd",3.64
"3806",1924,"Apr-Jun","FE","Whitefd",6.18
"3807",1925,"Apr-Jun","FE","Whitefd",1.36
"3808",1926,"Apr-Jun","FE","Whitefd",3.05
"3809",1927,"Apr-Jun","FE","Whitefd",5.06
"3810",1928,"Apr-Jun","FE","Whitefd",6.21
"3811",1929,"Apr-Jun","FE","Whitefd",5.27
"3812",1930,"Apr-Jun","FE","Whitefd",1.97
"3813",1931,"Apr-Jun","FE","Whitefd",2.61
"3814",1932,"Apr-Jun","FE","Whitefd",1.93
"3815",1933,"Apr-Jun","FE","Whitefd",4.22
"3816",1934,"Apr-Jun","FE","Whitefd",0
"3817",1935,"Apr-Jun","FE","Whitefd",10.68
"3818",1936,"Apr-Jun","FE","Whitefd",3.71
"3819",1937,"Apr-Jun","FE","Whitefd",1.86
"3820",1938,"Apr-Jun","FE","Whitefd",3.24
"3821",1939,"Apr-Jun","FE","Whitefd",10.12
"3822",1940,"Apr-Jun","FE","Whitefd",6.28
"3823",1941,"Apr-Jun","FE","Whitefd",4.35
"3824",1942,"Apr-Jun","FE","Whitefd",12.41
"3825",1943,"Apr-Jun","FE","Whitefd",4.78
"3826",1944,"Apr-Jun","FE","Whitefd",1.46
"3827",1945,"Apr-Jun","FE","Whitefd",8.58
"3828",1946,"Apr-Jun","FE","Whitefd",3.64
"3829",1947,"Apr-Jun","FE","Whitefd",0.75
"3830",1948,"Apr-Jun","FE","Whitefd",4.63
"3831",1949,"Apr-Jun","FE","Whitefd",8.38
"3832",1950,"Apr-Jun","FE","Whitefd",10.22
"3833",1951,"Apr-Jun","FE","Whitefd",2.76
"3834",1952,"Apr-Jun","FE","Whitefd",4.93
"3835",1953,"Apr-Jun","FE","Whitefd",13.07
"3836",1954,"Apr-Jun","FE","Whitefd",10.27
"3837",1955,"Apr-Jun","FE","Whitefd",2.22
"3838",1956,"Apr-Jun","FE","Whitefd",2.28
"3839",1957,"Apr-Jun","FE","Whitefd",9.23
"3840",1958,"Apr-Jun","FE","Whitefd",4.11
"3841",1959,"Apr-Jun","FE","Whitefd",10.36
"3842",1960,"Apr-Jun","FE","Whitefd",3.67
"3843",1961,"Apr-Jun","FE","Whitefd",3.53
"3844",1962,"Apr-Jun","FE","Whitefd",14.26
"3845",1963,"Apr-Jun","FE","Whitefd",2.06
"3846",1964,"Apr-Jun","FE","Whitefd",0
"3847",1965,"Apr-Jun","FE","Whitefd",1.92
"3848",1966,"Apr-Jun","FE","Whitefd",0.05
"3849",1967,"Apr-Jun","FE","Whitefd",3.9
"3850",1968,"Apr-Jun","FE","Whitefd",0.17
"3851",1969,"Apr-Jun","FE","Whitefd",2.6
"3852",1970,"Apr-Jun","FE","Whitefd",4.44
"3853",1971,"Apr-Jun","FE","Whitefd",8.29
"3854",1972,"Apr-Jun","FE","Whitefd",1.35
"3855",1973,"Apr-Jun","FE","Whitefd",13.98
"3856",1974,"Apr-Jun","FE","Whitefd",3.71
"3857",1975,"Apr-Jun","FE","Whitefd",9.11
"3858",1976,"Apr-Jun","FE","Whitefd",6.77
"3859",1977,"Apr-Jun","FE","Whitefd",1.69
"3860",1978,"Apr-Jun","FE","Whitefd",12.57
"3861",1979,"Apr-Jun","FE","Whitefd",1.83
"3862",1980,"Apr-Jun","FE","Whitefd",2.25
"3863",1981,"Apr-Jun","FE","Whitefd",1.42
"3864",1982,"Apr-Jun","FE","Whitefd",0.51
"3865",1983,"Apr-Jun","FE","Whitefd",0.22
"3866",1984,"Apr-Jun","FE","Whitefd",2.37
"3867",1985,"Apr-Jun","FE","Whitefd",1.13
"3868",1986,"Apr-Jun","FE","Whitefd",0
"3869",1987,"Apr-Jun","FE","Whitefd",1.77
"3870",1988,"Apr-Jun","FE","Whitefd",2.3
"3871",1989,"Apr-Jun","FE","Whitefd",2.86
"3872",1990,"Apr-Jun","FE","Whitefd",9.22
"3873",1991,"Apr-Jun","FE","Whitefd",0.07
"3874",1992,"Apr-Jun","FE","Whitefd",0.02
"3875",1993,"Apr-Jun","FE","Whitefd",1.75
"3876",1994,"Apr-Jun","FE","Whitefd",0.09
"3877",1995,"Apr-Jun","FE","Whitefd",0.85
"3878",1996,"Apr-Jun","FE","Whitefd",4.7
"3879",1997,"Apr-Jun","FE","Whitefd",0.92
"3880",1998,"Apr-Jun","FE","Whitefd",6.62
"3881",1999,"Apr-Jun","FE","Whitefd",3.96
"3882",2000,"Apr-Jun","FE","Whitefd",8.89
"3883",2001,"Apr-Jun","FE","Whitefd",0.44
"3884",2002,"Apr-Jun","FE","Whitefd",0.59
"3885",2003,"Apr-Jun","FE","Whitefd",0
"3886",2004,"Apr-Jun","FE","Whitefd",0
"3887",2005,"Apr-Jun","FE","Whitefd",0.09
"3888",2006,"Apr-Jun","FE","Whitefd",1.81
"3889",2007,"Apr-Jun","FE","Whitefd",6.17
"3890",2008,"Apr-Jun","FE","Whitefd",5.45
"3891",2009,"Apr-Jun","FE","Whitefd",8.72
"3892",2010,"Apr-Jun","FE","Whitefd",10.58
"3893",2011,"Apr-Jun","FE","Whitefd",7.49
"3894",2012,"Apr-Jun","FE","Whitefd",9.94
"3895",2013,"Apr-Jun","FE","Whitefd",5.76
"3896",2014,"Apr-Jun","FE","Whitefd",0.24
"3897",2015,"Apr-Jun","FE","Whitefd",0.56
"3898",2016,"Apr-Jun","FE","Whitefd",6.69
"3899",2017,"Apr-Jun","FE","Whitefd",1.68
"3900",2018,"Apr-Jun","FE","Whitefd",7.35
"3901",1889,"Jul-Sep","FE","Whitefd",1.89
"3902",1890,"Jul-Sep","FE","Whitefd",5.42
"3903",1891,"Jul-Sep","FE","Whitefd",9.83
"3904",1892,"Jul-Sep","FE","Whitefd",0
"3905",1893,"Jul-Sep","FE","Whitefd",2.59
"3906",1894,"Jul-Sep","FE","Whitefd",11.31
"3907",1895,"Jul-Sep","FE","Whitefd",2.07
"3908",1896,"Jul-Sep","FE","Whitefd",4.25
"3909",1897,"Jul-Sep","FE","Whitefd",0
"3910",1898,"Jul-Sep","FE","Whitefd",4.68
"3911",1899,"Jul-Sep","FE","Whitefd",1.38
"3912",1900,"Jul-Sep","FE","Whitefd",0
"3913",1901,"Jul-Sep","FE","Whitefd",0.37
"3914",1902,"Jul-Sep","FE","Whitefd",0.59
"3915",1903,"Jul-Sep","FE","Whitefd",2.66
"3916",1904,"Jul-Sep","FE","Whitefd",0.73
"3917",1905,"Jul-Sep","FE","Whitefd",0.94
"3918",1906,"Jul-Sep","FE","Whitefd",4.79
"3919",1907,"Jul-Sep","FE","Whitefd",2.3
"3920",1908,"Jul-Sep","FE","Whitefd",3.24
"3921",1909,"Jul-Sep","FE","Whitefd",0.5
"3922",1910,"Jul-Sep","FE","Whitefd",4.93
"3923",1911,"Jul-Sep","FE","Whitefd",3.44
"3924",1912,"Jul-Sep","FE","Whitefd",3.32
"3925",1913,"Jul-Sep","FE","Whitefd",4.64
"3926",1914,"Jul-Sep","FE","Whitefd",3.56
"3927",1915,"Jul-Sep","FE","Whitefd",0
"3928",1916,"Jul-Sep","FE","Whitefd",1.25
"3929",1917,"Jul-Sep","FE","Whitefd",3.82
"3930",1918,"Jul-Sep","FE","Whitefd",3.31
"3931",1919,"Jul-Sep","FE","Whitefd",2.62
"3932",1920,"Jul-Sep","FE","Whitefd",2.14
"3933",1921,"Jul-Sep","FE","Whitefd",3.89
"3934",1922,"Jul-Sep","FE","Whitefd",1.63
"3935",1923,"Jul-Sep","FE","Whitefd",1.36
"3936",1924,"Jul-Sep","FE","Whitefd",2.3
"3937",1925,"Jul-Sep","FE","Whitefd",1.54
"3938",1926,"Jul-Sep","FE","Whitefd",0
"3939",1927,"Jul-Sep","FE","Whitefd",0.46
"3940",1928,"Jul-Sep","FE","Whitefd",3.12
"3941",1929,"Jul-Sep","FE","Whitefd",3.28
"3942",1930,"Jul-Sep","FE","Whitefd",5.4
"3943",1931,"Jul-Sep","FE","Whitefd",0.13
"3944",1932,"Jul-Sep","FE","Whitefd",0.59
"3945",1933,"Jul-Sep","FE","Whitefd",2.59
"3946",1934,"Jul-Sep","FE","Whitefd",0.34
"3947",1935,"Jul-Sep","FE","Whitefd",0
"3948",1936,"Jul-Sep","FE","Whitefd",6.01
"3949",1937,"Jul-Sep","FE","Whitefd",1.29
"3950",1938,"Jul-Sep","FE","Whitefd",2.44
"3951",1939,"Jul-Sep","FE","Whitefd",1.8
"3952",1940,"Jul-Sep","FE","Whitefd",6.06
"3953",1941,"Jul-Sep","FE","Whitefd",5.13
"3954",1942,"Jul-Sep","FE","Whitefd",3.7
"3955",1943,"Jul-Sep","FE","Whitefd",7.67
"3956",1944,"Jul-Sep","FE","Whitefd",1.46
"3957",1945,"Jul-Sep","FE","Whitefd",0.36
"3958",1946,"Jul-Sep","FE","Whitefd",2.96
"3959",1947,"Jul-Sep","FE","Whitefd",2.15
"3960",1948,"Jul-Sep","FE","Whitefd",0.2
"3961",1949,"Jul-Sep","FE","Whitefd",2.08
"3962",1950,"Jul-Sep","FE","Whitefd",10.65
"3963",1951,"Jul-Sep","FE","Whitefd",2
"3964",1952,"Jul-Sep","FE","Whitefd",2.36
"3965",1953,"Jul-Sep","FE","Whitefd",1.24
"3966",1954,"Jul-Sep","FE","Whitefd",4.7
"3967",1955,"Jul-Sep","FE","Whitefd",8.27
"3968",1956,"Jul-Sep","FE","Whitefd",8.33
"3969",1957,"Jul-Sep","FE","Whitefd",1.21
"3970",1958,"Jul-Sep","FE","Whitefd",6.01
"3971",1959,"Jul-Sep","FE","Whitefd",1
"3972",1960,"Jul-Sep","FE","Whitefd",2.55
"3973",1961,"Jul-Sep","FE","Whitefd",0.89
"3974",1962,"Jul-Sep","FE","Whitefd",0.98
"3975",1963,"Jul-Sep","FE","Whitefd",6.23
"3976",1964,"Jul-Sep","FE","Whitefd",2.08
