Year,Season,Site,Scenario,Habitat
1960,Jul-Sep,Bilwon SND,PD,21.62
1961,Jul-Sep,Bilwon SND,PD,26.77
1962,Jul-Sep,Bilwon SND,PD,21.5
1963,Jul-Sep,Bilwon SND,PD,20.79
1964,Jul-Sep,Bilwon SND,PD,21.04
1965,Jul-Sep,Bilwon SND,PD,22.01
1966,Jul-Sep,Bilwon SND,PD,26.74
1967,Jul-Sep,Bilwon SND,PD,20.72
1968,Jul-Sep,Bilwon SND,PD,26.53
1969,Jul-Sep,Bilwon SND,PD,23.1
1970,Jul-Sep,Bilwon SND,PD,18.75
1971,Jul-Sep,Bilwon SND,PD,19.97
1972,Jul-Sep,Bilwon SND,PD,17.6
1973,Jul-Sep,Bilwon SND,PD,19.38
1974,Jul-Sep,Bilwon SND,PD,18.65
1975,Jul-Sep,Bilwon SND,PD,18.57
1976,Jul-Sep,Bilwon SND,PD,20.44
1977,Jul-Sep,Bilwon SND,PD,18.49
1978,Jul-Sep,Bilwon SND,PD,25.53
1979,Jul-Sep,Bilwon SND,PD,15.11
1980,Jul-Sep,Bilwon SND,PD,22.9
1981,Jul-Sep,Bilwon SND,PD,19.27
1982,Jul-Sep,Bilwon SND,PD,19.14
1983,Jul-Sep,Bilwon SND,PD,22.93
1984,Jul-Sep,Bilwon SND,PD,24.07
1985,Jul-Sep,Bilwon SND,PD,17.88
1986,Jul-Sep,Bilwon SND,PD,25.29
1987,Jul-Sep,Bilwon SND,PD,23.47
1988,Jul-Sep,Bilwon SND,PD,24.65
1989,Jul-Sep,Bilwon SND,PD,20.51
1990,Jul-Sep,Bilwon SND,PD,18.38
1991,Jul-Sep,Bilwon SND,PD,23.88
1992,Jul-Sep,Bilwon SND,PD,22.11
1993,Jul-Sep,Bilwon SND,PD,22.55
1994,Jul-Sep,Bilwon SND,PD,24.18
1995,Jul-Sep,Bilwon SND,PD,22.2
1996,Jul-Sep,Bilwon SND,PD,23.14
1997,Jul-Sep,Bilwon SND,PD,23.72
1998,Jul-Sep,Bilwon SND,PD,26.54
1999,Jul-Sep,Bilwon SND,PD,19.64
2000,Jul-Sep,Bilwon SND,PD,19.56
2001,Jul-Sep,Bilwon SND,PD,23.92
2002,Jul-Sep,Bilwon SND,PD,26.05
2003,Jul-Sep,Bilwon SND,PD,24.82
2004,Jul-Sep,Bilwon SND,PD,20.97
2005,Jul-Sep,Bilwon SND,PD,19.15
2006,Jul-Sep,Bilwon SND,PD,16.28
2007,Jul-Sep,Bilwon SND,PD,24.31
2008,Jul-Sep,Bilwon SND,PD,19.63
2009,Jul-Sep,Bilwon SND,PD,20.97
2010,Jul-Sep,Bilwon SND,PD,19.9
2011,Jul-Sep,Bilwon SND,PD,17.32
2012,Jul-Sep,Bilwon SND,PD,15.52
2013,Jul-Sep,Bilwon SND,PD,20.67
2014,Jul-Sep,Bilwon SND,PD,19.58
2015,Jul-Sep,Bilwon SND,PD,18.53
2016,Jul-Sep,Bilwon SND,PD,25.22
2017,Jul-Sep,Bilwon SND,PD,26.59
2018,Jul-Sep,Bilwon SND,PD,22.32
1889,Jul-Sep,Bilwon SND,FE,19.49
1890,Jul-Sep,Bilwon SND,FE,21.98
1891,Jul-Sep,Bilwon SND,FE,20.17
1892,Jul-Sep,Bilwon SND,FE,26.74
1893,Jul-Sep,Bilwon SND,FE,16.96
1894,Jul-Sep,Bilwon SND,FE,16.39
1895,Jul-Sep,Bilwon SND,FE,21.77
1896,Jul-Sep,Bilwon SND,FE,21.63
1897,Jul-Sep,Bilwon SND,FE,24.53
1898,Jul-Sep,Bilwon SND,FE,24.99
1899,Jul-Sep,Bilwon SND,FE,27.21
1900,Jul-Sep,Bilwon SND,FE,22.56
1901,Jul-Sep,Bilwon SND,FE,11.56
1902,Jul-Sep,Bilwon SND,FE,0.52
1903,Jul-Sep,Bilwon SND,FE,27.86
1904,Jul-Sep,Bilwon SND,FE,19.36
1905,Jul-Sep,Bilwon SND,FE,24.39
1906,Jul-Sep,Bilwon SND,FE,20.32
1907,Jul-Sep,Bilwon SND,FE,18.93
1908,Jul-Sep,Bilwon SND,FE,24.63
1909,Jul-Sep,Bilwon SND,FE,20.17
1910,Jul-Sep,Bilwon SND,FE,18.78
1911,Jul-Sep,Bilwon SND,FE,19.13
1912,Jul-Sep,Bilwon SND,FE,15.19
1913,Jul-Sep,Bilwon SND,FE,21.25
1914,Jul-Sep,Bilwon SND,FE,26.41
1915,Jul-Sep,Bilwon SND,FE,21.22
1916,Jul-Sep,Bilwon SND,FE,6.72
1917,Jul-Sep,Bilwon SND,FE,17.85
1918,Jul-Sep,Bilwon SND,FE,25.63
1919,Jul-Sep,Bilwon SND,FE,16.96
1920,Jul-Sep,Bilwon SND,FE,17.17
1921,Jul-Sep,Bilwon SND,FE,20.87
1922,Jul-Sep,Bilwon SND,FE,18.63
1923,Jul-Sep,Bilwon SND,FE,24.26
1924,Jul-Sep,Bilwon SND,FE,13.62
1925,Jul-Sep,Bilwon SND,FE,26.61
1926,Jul-Sep,Bilwon SND,FE,21.63
1927,Jul-Sep,Bilwon SND,FE,23.98
1928,Jul-Sep,Bilwon SND,FE,25.78
1929,Jul-Sep,Bilwon SND,FE,25.06
1930,Jul-Sep,Bilwon SND,FE,25.59
1931,Jul-Sep,Bilwon SND,FE,19.5
1932,Jul-Sep,Bilwon SND,FE,19.39
1933,Jul-Sep,Bilwon SND,FE,20.88
1934,Jul-Sep,Bilwon SND,FE,18.12
1935,Jul-Sep,Bilwon SND,FE,25.46
1936,Jul-Sep,Bilwon SND,FE,26.26
1937,Jul-Sep,Bilwon SND,FE,23.91
1938,Jul-Sep,Bilwon SND,FE,19.47
1939,Jul-Sep,Bilwon SND,FE,18.95
1940,Jul-Sep,Bilwon SND,FE,18.75
1941,Jul-Sep,Bilwon SND,FE,18.8
1942,Jul-Sep,Bilwon SND,FE,23.45
1943,Jul-Sep,Bilwon SND,FE,24.22
1944,Jul-Sep,Bilwon SND,FE,12.81
1945,Jul-Sep,Bilwon SND,FE,18.1
1946,Jul-Sep,Bilwon SND,FE,26.94
1947,Jul-Sep,Bilwon SND,FE,11.27
1948,Jul-Sep,Bilwon SND,FE,15.39
1949,Jul-Sep,Bilwon SND,FE,25.57
1950,Jul-Sep,Bilwon SND,FE,19.45
1951,Jul-Sep,Bilwon SND,FE,25.83
1952,Jul-Sep,Bilwon SND,FE,19.54
1953,Jul-Sep,Bilwon SND,FE,23.12
1954,Jul-Sep,Bilwon SND,FE,15.6
1955,Jul-Sep,Bilwon SND,FE,24.25
1956,Jul-Sep,Bilwon SND,FE,23.55
1957,Jul-Sep,Bilwon SND,FE,20.05
1958,Jul-Sep,Bilwon SND,FE,19.62
1959,Jul-Sep,Bilwon SND,FE,19.16
1960,Jul-Sep,Bilwon SND,FE,23.75
1961,Jul-Sep,Bilwon SND,FE,24.33
1962,Jul-Sep,Bilwon SND,FE,19.72
1963,Jul-Sep,Bilwon SND,FE,19.99
1964,Jul-Sep,Bilwon SND,FE,18.75
1965,Jul-Sep,Bilwon SND,FE,19.5
1966,Jul-Sep,Bilwon SND,FE,15.77
1967,Jul-Sep,Bilwon SND,FE,18.87
1968,Jul-Sep,Bilwon SND,FE,26.18
1969,Jul-Sep,Bilwon SND,FE,16.27
1970,Jul-Sep,Bilwon SND,FE,22.79
1971,Jul-Sep,Bilwon SND,FE,21.11
1972,Jul-Sep,Bilwon SND,FE,18.5
1973,Jul-Sep,Bilwon SND,FE,21.02
1974,Jul-Sep,Bilwon SND,FE,18.17
1975,Jul-Sep,Bilwon SND,FE,21.08
1976,Jul-Sep,Bilwon SND,FE,16.15
1977,Jul-Sep,Bilwon SND,FE,18.68
1978,Jul-Sep,Bilwon SND,FE,19.02
1979,Jul-Sep,Bilwon SND,FE,15.01
1980,Jul-Sep,Bilwon SND,FE,24.5
1981,Jul-Sep,Bilwon SND,FE,23.34
1982,Jul-Sep,Bilwon SND,FE,24.04
1983,Jul-Sep,Bilwon SND,FE,25.77
1984,Jul-Sep,Bilwon SND,FE,15.7
1985,Jul-Sep,Bilwon SND,FE,14.73
1986,Jul-Sep,Bilwon SND,FE,17.31
1987,Jul-Sep,Bilwon SND,FE,12.88
1988,Jul-Sep,Bilwon SND,FE,3.77
1989,Jul-Sep,Bilwon SND,FE,26.18
1990,Jul-Sep,Bilwon SND,FE,23.14
1991,Jul-Sep,Bilwon SND,FE,24.01
1992,Jul-Sep,Bilwon SND,FE,17.28
1993,Jul-Sep,Bilwon SND,FE,0
1994,Jul-Sep,Bilwon SND,FE,2.93
1995,Jul-Sep,Bilwon SND,FE,17.04
1996,Jul-Sep,Bilwon SND,FE,15.4
1997,Jul-Sep,Bilwon SND,FE,15.82
1998,Jul-Sep,Bilwon SND,FE,13.42
1999,Jul-Sep,Bilwon SND,FE,17.43
2000,Jul-Sep,Bilwon SND,FE,19.13
2001,Jul-Sep,Bilwon SND,FE,23.07
2002,Jul-Sep,Bilwon SND,FE,21.42
2003,Jul-Sep,Bilwon SND,FE,8.13
2004,Jul-Sep,Bilwon SND,FE,26
2005,Jul-Sep,Bilwon SND,FE,19.97
2006,Jul-Sep,Bilwon SND,FE,21.56
2007,Jul-Sep,Bilwon SND,FE,24.18
2008,Jul-Sep,Bilwon SND,FE,21.45
2009,Jul-Sep,Bilwon SND,FE,23.32
2010,Jul-Sep,Bilwon SND,FE,24.15
2011,Jul-Sep,Bilwon SND,FE,19.57
2012,Jul-Sep,Bilwon SND,FE,19.14
2013,Jul-Sep,Bilwon SND,FE,25.63
2014,Jul-Sep,Bilwon SND,FE,26.57
2015,Jul-Sep,Bilwon SND,FE,24.27
2016,Jul-Sep,Bilwon SND,FE,15.99
2017,Jul-Sep,Bilwon SND,FE,16.65
2018,Jul-Sep,Bilwon SND,FE,25.44
1889,Oct-Dec,Picnic Crossing,PD,7.97
1890,Oct-Dec,Picnic Crossing,PD,9.51
1891,Oct-Dec,Picnic Crossing,PD,10.84
1892,Oct-Dec,Picnic Crossing,PD,8.27
1893,Oct-Dec,Picnic Crossing,PD,6.65
1894,Oct-Dec,Picnic Crossing,PD,11.95
1895,Oct-Dec,Picnic Crossing,PD,9.55
1896,Oct-Dec,Picnic Crossing,PD,9.61
1897,Oct-Dec,Picnic Crossing,PD,6.7
1898,Oct-Dec,Picnic Crossing,PD,10.74
1899,Oct-Dec,Picnic Crossing,PD,9.09
1900,Oct-Dec,Picnic Crossing,PD,5.81
1901,Oct-Dec,Picnic Crossing,PD,9.66
1902,Oct-Dec,Picnic Crossing,PD,4.78
1903,Oct-Dec,Picnic Crossing,PD,10.59
1904,Oct-Dec,Picnic Crossing,PD,10.61
1905,Oct-Dec,Picnic Crossing,PD,4.86
1906,Oct-Dec,Picnic Crossing,PD,6.85
1907,Oct-Dec,Picnic Crossing,PD,7.07
1908,Oct-Dec,Picnic Crossing,PD,9.22
1909,Oct-Dec,Picnic Crossing,PD,7.4
1910,Oct-Dec,Picnic Crossing,PD,11.2
1911,Oct-Dec,Picnic Crossing,PD,11.09
1912,Oct-Dec,Picnic Crossing,PD,6.31
1913,Oct-Dec,Picnic Crossing,PD,10.36
1914,Oct-Dec,Picnic Crossing,PD,8.87
1915,Oct-Dec,Picnic Crossing,PD,5.22
1916,Oct-Dec,Picnic Crossing,PD,5.1
1917,Oct-Dec,Picnic Crossing,PD,7.37
1918,Oct-Dec,Picnic Crossing,PD,11.22
1919,Oct-Dec,Picnic Crossing,PD,10.06
1920,Oct-Dec,Picnic Crossing,PD,6.6
1921,Oct-Dec,Picnic Crossing,PD,10.83
1922,Oct-Dec,Picnic Crossing,PD,10.24
1923,Oct-Dec,Picnic Crossing,PD,8.33
1924,Oct-Dec,Picnic Crossing,PD,7.05
1925,Oct-Dec,Picnic Crossing,PD,10.57
1926,Oct-Dec,Picnic Crossing,PD,5.26
1927,Oct-Dec,Picnic Crossing,PD,9.59
1928,Oct-Dec,Picnic Crossing,PD,7.42
1929,Oct-Dec,Picnic Crossing,PD,11.28
1930,Oct-Dec,Picnic Crossing,PD,8.03
1931,Oct-Dec,Picnic Crossing,PD,4.77
1932,Oct-Dec,Picnic Crossing,PD,8.08
1933,Oct-Dec,Picnic Crossing,PD,10.29
1934,Oct-Dec,Picnic Crossing,PD,10.84
1935,Oct-Dec,Picnic Crossing,PD,8.65
1936,Oct-Dec,Picnic Crossing,PD,10.13
1937,Oct-Dec,Picnic Crossing,PD,5.81
1938,Oct-Dec,Picnic Crossing,PD,6.39
1939,Oct-Dec,Picnic Crossing,PD,9.8
1940,Oct-Dec,Picnic Crossing,PD,11.2
1941,Oct-Dec,Picnic Crossing,PD,11.52
1942,Oct-Dec,Picnic Crossing,PD,7.17
1943,Oct-Dec,Picnic Crossing,PD,8.01
1944,Oct-Dec,Picnic Crossing,PD,8.31
1945,Oct-Dec,Picnic Crossing,PD,11.12
1946,Oct-Dec,Picnic Crossing,PD,7.68
1947,Oct-Dec,Picnic Crossing,PD,8.04
1948,Oct-Dec,Picnic Crossing,PD,6.35
1949,Oct-Dec,Picnic Crossing,PD,9.06
1950,Oct-Dec,Picnic Crossing,PD,7.72
1951,Oct-Dec,Picnic Crossing,PD,7.5
1952,Oct-Dec,Picnic Crossing,PD,6.69
1953,Oct-Dec,Picnic Crossing,PD,7.68
1954,Oct-Dec,Picnic Crossing,PD,9.27
1955,Oct-Dec,Picnic Crossing,PD,9.89
1956,Oct-Dec,Picnic Crossing,PD,8.99
1957,Oct-Dec,Picnic Crossing,PD,8.64
1958,Oct-Dec,Picnic Crossing,PD,9.93
1959,Oct-Dec,Picnic Crossing,PD,11.5
1960,Oct-Dec,Picnic Crossing,PD,7.8
1961,Oct-Dec,Picnic Crossing,PD,6.8
1962,Oct-Dec,Picnic Crossing,PD,11.09
1963,Oct-Dec,Picnic Crossing,PD,10.27
1964,Oct-Dec,Picnic Crossing,PD,9.04
1965,Oct-Dec,Picnic Crossing,PD,8.94
1966,Oct-Dec,Picnic Crossing,PD,4.82
1967,Oct-Dec,Picnic Crossing,PD,10.32
1968,Oct-Dec,Picnic Crossing,PD,6.67
1969,Oct-Dec,Picnic Crossing,PD,6.4
1970,Oct-Dec,Picnic Crossing,PD,7.4
1971,Oct-Dec,Picnic Crossing,PD,8.1
1972,Oct-Dec,Picnic Crossing,PD,9.13
1973,Oct-Dec,Picnic Crossing,PD,8.74
1974,Oct-Dec,Picnic Crossing,PD,9.73
1975,Oct-Dec,Picnic Crossing,PD,11.28
1976,Oct-Dec,Picnic Crossing,PD,8.88
1977,Oct-Dec,Picnic Crossing,PD,10.71
1978,Oct-Dec,Picnic Crossing,PD,5.73
1979,Oct-Dec,Picnic Crossing,PD,8.93
1980,Oct-Dec,Picnic Crossing,PD,7.4
1981,Oct-Dec,Picnic Crossing,PD,10.61
1982,Oct-Dec,Picnic Crossing,PD,8.1
1983,Oct-Dec,Picnic Crossing,PD,9.21
1984,Oct-Dec,Picnic Crossing,PD,5.43
1985,Oct-Dec,Picnic Crossing,PD,8.86
1986,Oct-Dec,Picnic Crossing,PD,6.28
1987,Oct-Dec,Picnic Crossing,PD,5.13
1988,Oct-Dec,Picnic Crossing,PD,5.48
1989,Oct-Dec,Picnic Crossing,PD,6.59
1990,Oct-Dec,Picnic Crossing,PD,7
1991,Oct-Dec,Picnic Crossing,PD,5.81
1992,Oct-Dec,Picnic Crossing,PD,4.43
1993,Oct-Dec,Picnic Crossing,PD,4.31
1994,Oct-Dec,Picnic Crossing,PD,3.35
1995,Oct-Dec,Picnic Crossing,PD,7.75
1996,Oct-Dec,Picnic Crossing,PD,7.73
1997,Oct-Dec,Picnic Crossing,PD,4.89
1998,Oct-Dec,Picnic Crossing,PD,8.41
1999,Oct-Dec,Picnic Crossing,PD,9.06
2000,Oct-Dec,Picnic Crossing,PD,10.63
2001,Oct-Dec,Picnic Crossing,PD,7.31
2002,Oct-Dec,Picnic Crossing,PD,2.96
2003,Oct-Dec,Picnic Crossing,PD,3.87
2004,Oct-Dec,Picnic Crossing,PD,7.37
2005,Oct-Dec,Picnic Crossing,PD,7.28
2006,Oct-Dec,Picnic Crossing,PD,9.25
2007,Oct-Dec,Picnic Crossing,PD,7.67
2008,Oct-Dec,Picnic Crossing,PD,9.8
2009,Oct-Dec,Picnic Crossing,PD,7.01
2010,Oct-Dec,Picnic Crossing,PD,7.94
2011,Oct-Dec,Picnic Crossing,PD,10.63
2012,Oct-Dec,Picnic Crossing,PD,7.84
2013,Oct-Dec,Picnic Crossing,PD,9.08
2014,Oct-Dec,Picnic Crossing,PD,9.35
2015,Oct-Dec,Picnic Crossing,PD,7.43
2016,Oct-Dec,Picnic Crossing,PD,5.55
2017,Oct-Dec,Picnic Crossing,PD,9.3
2018,Oct-Dec,Picnic Crossing,PD,7.31
1889,Oct-Dec,Picnic Crossing,FE,1.46
1890,Oct-Dec,Picnic Crossing,FE,6.92
1891,Oct-Dec,Picnic Crossing,FE,8.31
1892,Oct-Dec,Picnic Crossing,FE,1.95
1893,Oct-Dec,Picnic Crossing,FE,1.55
1894,Oct-Dec,Picnic Crossing,FE,11.34
1895,Oct-Dec,Picnic Crossing,FE,7.07
1896,Oct-Dec,Picnic Crossing,FE,7.12
1897,Oct-Dec,Picnic Crossing,FE,1.65
1898,Oct-Dec,Picnic Crossing,FE,8.59
1899,Oct-Dec,Picnic Crossing,FE,6.67
1900,Oct-Dec,Picnic Crossing,FE,1.17
1901,Oct-Dec,Picnic Crossing,FE,7.05
1902,Oct-Dec,Picnic Crossing,FE,1.49
1903,Oct-Dec,Picnic Crossing,FE,9.79
1904,Oct-Dec,Picnic Crossing,FE,8.35
1905,Oct-Dec,Picnic Crossing,FE,1.38
1906,Oct-Dec,Picnic Crossing,FE,2.35
1907,Oct-Dec,Picnic Crossing,FE,1.71
1908,Oct-Dec,Picnic Crossing,FE,6.68
1909,Oct-Dec,Picnic Crossing,FE,2.41
1910,Oct-Dec,Picnic Crossing,FE,9.92
1911,Oct-Dec,Picnic Crossing,FE,9.35
1912,Oct-Dec,Picnic Crossing,FE,1.25
1913,Oct-Dec,Picnic Crossing,FE,7.82
1914,Oct-Dec,Picnic Crossing,FE,6.28
1915,Oct-Dec,Picnic Crossing,FE,1.22
1916,Oct-Dec,Picnic Crossing,FE,1.02
1917,Oct-Dec,Picnic Crossing,FE,1.54
1918,Oct-Dec,Picnic Crossing,FE,9.46
1919,Oct-Dec,Picnic Crossing,FE,2.62
1920,Oct-Dec,Picnic Crossing,FE,1.8
1921,Oct-Dec,Picnic Crossing,FE,10.02
1922,Oct-Dec,Picnic Crossing,FE,8.36
1923,Oct-Dec,Picnic Crossing,FE,1.77
1924,Oct-Dec,Picnic Crossing,FE,2.57
1925,Oct-Dec,Picnic Crossing,FE,7.92
1926,Oct-Dec,Picnic Crossing,FE,1.45
1927,Oct-Dec,Picnic Crossing,FE,7.54
1928,Oct-Dec,Picnic Crossing,FE,1.39
1929,Oct-Dec,Picnic Crossing,FE,8.27
1930,Oct-Dec,Picnic Crossing,FE,3.58
1931,Oct-Dec,Picnic Crossing,FE,1.16
1932,Oct-Dec,Picnic Crossing,FE,3.92
1933,Oct-Dec,Picnic Crossing,FE,8.49
1934,Oct-Dec,Picnic Crossing,FE,10.49
1935,Oct-Dec,Picnic Crossing,FE,1.3
1936,Oct-Dec,Picnic Crossing,FE,8.74
1937,Oct-Dec,Picnic Crossing,FE,1.55
1938,Oct-Dec,Picnic Crossing,FE,1.43
1939,Oct-Dec,Picnic Crossing,FE,7.44
1940,Oct-Dec,Picnic Crossing,FE,10.19
1941,Oct-Dec,Picnic Crossing,FE,10.86
1942,Oct-Dec,Picnic Crossing,FE,4.87
1943,Oct-Dec,Picnic Crossing,FE,1.88
1944,Oct-Dec,Picnic Crossing,FE,5.37
1945,Oct-Dec,Picnic Crossing,FE,9.94
1946,Oct-Dec,Picnic Crossing,FE,2.06
1947,Oct-Dec,Picnic Crossing,FE,2.86
1948,Oct-Dec,Picnic Crossing,FE,4.61
1949,Oct-Dec,Picnic Crossing,FE,7.62
1950,Oct-Dec,Picnic Crossing,FE,6.9
1951,Oct-Dec,Picnic Crossing,FE,3.41
1952,Oct-Dec,Picnic Crossing,FE,1.47
1953,Oct-Dec,Picnic Crossing,FE,2.68
1954,Oct-Dec,Picnic Crossing,FE,7.08
1955,Oct-Dec,Picnic Crossing,FE,7.35
1956,Oct-Dec,Picnic Crossing,FE,6.44
1957,Oct-Dec,Picnic Crossing,FE,6.21
1958,Oct-Dec,Picnic Crossing,FE,7.12
1959,Oct-Dec,Picnic Crossing,FE,10.48
1960,Oct-Dec,Picnic Crossing,FE,1.95
1961,Oct-Dec,Picnic Crossing,FE,1.5
1962,Oct-Dec,Picnic Crossing,FE,9.34
1963,Oct-Dec,Picnic Crossing,FE,7.42
1964,Oct-Dec,Picnic Crossing,FE,6.87
1965,Oct-Dec,Picnic Crossing,FE,6.2
1966,Oct-Dec,Picnic Crossing,FE,1.24
1967,Oct-Dec,Picnic Crossing,FE,7.94
1968,Oct-Dec,Picnic Crossing,FE,1.52
1969,Oct-Dec,Picnic Crossing,FE,1.39
1970,Oct-Dec,Picnic Crossing,FE,0.8
1971,Oct-Dec,Picnic Crossing,FE,5.68
1972,Oct-Dec,Picnic Crossing,FE,7.15
1973,Oct-Dec,Picnic Crossing,FE,7.04
1974,Oct-Dec,Picnic Crossing,FE,7.58
1975,Oct-Dec,Picnic Crossing,FE,9.92
1976,Oct-Dec,Picnic Crossing,FE,6.11
1977,Oct-Dec,Picnic Crossing,FE,8.97
1978,Oct-Dec,Picnic Crossing,FE,1.42
1979,Oct-Dec,Picnic Crossing,FE,6.91
1980,Oct-Dec,Picnic Crossing,FE,4.71
1981,Oct-Dec,Picnic Crossing,FE,8.65
1982,Oct-Dec,Picnic Crossing,FE,5.65
1983,Oct-Dec,Picnic Crossing,FE,5.95
1984,Oct-Dec,Picnic Crossing,FE,1.21
1985,Oct-Dec,Picnic Crossing,FE,6.16
1986,Oct-Dec,Picnic Crossing,FE,1.56
1987,Oct-Dec,Picnic Crossing,FE,1.54
1988,Oct-Dec,Picnic Crossing,FE,1.72
1989,Oct-Dec,Picnic Crossing,FE,4.91
1990,Oct-Dec,Picnic Crossing,FE,5.06
1991,Oct-Dec,Picnic Crossing,FE,1.46
1992,Oct-Dec,Picnic Crossing,FE,1.17
1993,Oct-Dec,Picnic Crossing,FE,1.39
1994,Oct-Dec,Picnic Crossing,FE,1.25
1995,Oct-Dec,Picnic Crossing,FE,4.01
1996,Oct-Dec,Picnic Crossing,FE,4.95
1997,Oct-Dec,Picnic Crossing,FE,1.51
1998,Oct-Dec,Picnic Crossing,FE,1.11
1999,Oct-Dec,Picnic Crossing,FE,6.71
2000,Oct-Dec,Picnic Crossing,FE,8.75
2001,Oct-Dec,Picnic Crossing,FE,4.53
2002,Oct-Dec,Picnic Crossing,FE,1.75
2003,Oct-Dec,Picnic Crossing,FE,2.16
2004,Oct-Dec,Picnic Crossing,FE,4.87
2005,Oct-Dec,Picnic Crossing,FE,4.88
2006,Oct-Dec,Picnic Crossing,FE,8.09
2007,Oct-Dec,Picnic Crossing,FE,1.35
2008,Oct-Dec,Picnic Crossing,FE,6.72
2009,Oct-Dec,Picnic Crossing,FE,1.82
2010,Oct-Dec,Picnic Crossing,FE,5.89
2011,Oct-Dec,Picnic Crossing,FE,9.02
2012,Oct-Dec,Picnic Crossing,FE,5.21
2013,Oct-Dec,Picnic Crossing,FE,6.44
2014,Oct-Dec,Picnic Crossing,FE,7.5
2015,Oct-Dec,Picnic Crossing,FE,5.23
2016,Oct-Dec,Picnic Crossing,FE,0.8
2017,Oct-Dec,Picnic Crossing,FE,3.52
2018,Oct-Dec,Picnic Crossing,FE,4.96
1889,Oct-Dec,Tinaroo Falls,PD,11.59
1890,Oct-Dec,Tinaroo Falls,PD,11.33
1891,Oct-Dec,Tinaroo Falls,PD,11.64
1892,Oct-Dec,Tinaroo Falls,PD,11.93
1893,Oct-Dec,Tinaroo Falls,PD,12.5
1894,Oct-Dec,Tinaroo Falls,PD,13.5
1895,Oct-Dec,Tinaroo Falls,PD,11.15
1896,Oct-Dec,Tinaroo Falls,PD,11.41
1897,Oct-Dec,Tinaroo Falls,PD,12.4
1898,Oct-Dec,Tinaroo Falls,PD,12.15
1899,Oct-Dec,Tinaroo Falls,PD,11.57
1900,Oct-Dec,Tinaroo Falls,PD,12.3
1901,Oct-Dec,Tinaroo Falls,PD,11.45
1902,Oct-Dec,Tinaroo Falls,PD,11.1
1903,Oct-Dec,Tinaroo Falls,PD,11.64
1904,Oct-Dec,Tinaroo Falls,PD,11.95
1905,Oct-Dec,Tinaroo Falls,PD,12.07
1906,Oct-Dec,Tinaroo Falls,PD,11.96
1907,Oct-Dec,Tinaroo Falls,PD,11.44
1908,Oct-Dec,Tinaroo Falls,PD,11.68
1909,Oct-Dec,Tinaroo Falls,PD,11.73
1910,Oct-Dec,Tinaroo Falls,PD,11.99
1911,Oct-Dec,Tinaroo Falls,PD,12.23
1912,Oct-Dec,Tinaroo Falls,PD,12.67
1913,Oct-Dec,Tinaroo Falls,PD,11.37
1914,Oct-Dec,Tinaroo Falls,PD,11.67
1915,Oct-Dec,Tinaroo Falls,PD,10.87
1916,Oct-Dec,Tinaroo Falls,PD,9.96
1917,Oct-Dec,Tinaroo Falls,PD,10.61
1918,Oct-Dec,Tinaroo Falls,PD,12.36
1919,Oct-Dec,Tinaroo Falls,PD,11.52
1920,Oct-Dec,Tinaroo Falls,PD,10.61
1921,Oct-Dec,Tinaroo Falls,PD,12.86
1922,Oct-Dec,Tinaroo Falls,PD,11.01
1923,Oct-Dec,Tinaroo Falls,PD,11.5
1924,Oct-Dec,Tinaroo Falls,PD,9.29
1925,Oct-Dec,Tinaroo Falls,PD,11.19
1926,Oct-Dec,Tinaroo Falls,PD,11.32
1927,Oct-Dec,Tinaroo Falls,PD,11.95
1928,Oct-Dec,Tinaroo Falls,PD,11.05
1929,Oct-Dec,Tinaroo Falls,PD,11.09
1930,Oct-Dec,Tinaroo Falls,PD,10.8
1931,Oct-Dec,Tinaroo Falls,PD,10.94
1932,Oct-Dec,Tinaroo Falls,PD,11.47
1933,Oct-Dec,Tinaroo Falls,PD,11.81
1934,Oct-Dec,Tinaroo Falls,PD,12.94
1935,Oct-Dec,Tinaroo Falls,PD,11.23
1936,Oct-Dec,Tinaroo Falls,PD,12.15
1937,Oct-Dec,Tinaroo Falls,PD,10.66
1938,Oct-Dec,Tinaroo Falls,PD,11.27
1939,Oct-Dec,Tinaroo Falls,PD,12.44
1940,Oct-Dec,Tinaroo Falls,PD,12.26
1941,Oct-Dec,Tinaroo Falls,PD,13.23
1942,Oct-Dec,Tinaroo Falls,PD,11.12
1943,Oct-Dec,Tinaroo Falls,PD,11.47
1944,Oct-Dec,Tinaroo Falls,PD,10.98
1945,Oct-Dec,Tinaroo Falls,PD,12.33
1946,Oct-Dec,Tinaroo Falls,PD,11.29
1947,Oct-Dec,Tinaroo Falls,PD,10.48
1948,Oct-Dec,Tinaroo Falls,PD,12.1
1949,Oct-Dec,Tinaroo Falls,PD,10.8
1950,Oct-Dec,Tinaroo Falls,PD,8.53
1951,Oct-Dec,Tinaroo Falls,PD,11.35
1952,Oct-Dec,Tinaroo Falls,PD,11.54
1953,Oct-Dec,Tinaroo Falls,PD,11.56
1954,Oct-Dec,Tinaroo Falls,PD,12.13
1955,Oct-Dec,Tinaroo Falls,PD,12.58
1956,Oct-Dec,Tinaroo Falls,PD,11.39
1957,Oct-Dec,Tinaroo Falls,PD,11.25
1958,Oct-Dec,Tinaroo Falls,PD,11.03
1959,Oct-Dec,Tinaroo Falls,PD,11.56
1960,Oct-Dec,Tinaroo Falls,PD,11.55
1961,Oct-Dec,Tinaroo Falls,PD,11.16
